duration,end_of_fade_in,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,song_hotttnesss,title
163.65669,0.154,10,-18.822,1,158.319,74.531,4,0.3324216353388219,0.31449483650332366,0.0,b'If Ever I Would Leave You'
225.72363,0.091,2,-6.927,1,221.542,97.997,4,0.692655872870637,0.4343463055601184,0.4137398358601097,b'Saturday'
252.62975,0.0,6,-6.172,1,247.948,97.045,3,0.5070160807186288,0.42138826495338527,0.5569140187003541,"b""Baltech's Lament"""
212.87138,0.549,7,-8.112,1,208.074,91.737,4,0.2795316829579987,0.0,0.0,b'Funky Butt'
233.27302,0.0,1,-4.309,1,109.929,0.0,0,0.5886080865488486,0.37361111191126956,0.6034409947366194,b'bereit'
177.18812,0.136,9,-8.446,1,166.145,165.597,5,0.6855028320873736,0.44673296759009207,0.4994458348006321,b'These Four Walls'
216.65914,0.827,5,-17.943,0,202.118,103.952,4,0.3797345117455375,0.313866099580293,0.0,b'Could You Be Love'
538.06975,0.0,8,-8.869,1,532.828,98.453,4,0.6144315795665057,0.3832114222159265,0.0,b'Guarare (Live At The Beacon Theatre)'
241.99791,0.0,0,-16.531,1,238.15,161.172,4,0.6599449187584954,0.43469691279710654,0.0,b'Warhead (Live in Croatia_ 1993)'
267.59791,0.2,7,-12.529,1,258.438,92.911,4,0.467413843769302,0.372737613340037,0.0,b'Take Your Leave Of Me Baby'
183.90159,0.386,2,-10.451,0,170.765,100.68,4,0.5445079887650446,0.34721781564698434,0.0,b'P\xc3\xa1ginas del Alma'
267.85914,0.276,7,-15.511,1,258.339,65.287,3,0.030267635869388496,0.0,0.0,"b""The west's awake"""
215.90159,0.961,0,-8.039,1,211.923,170.702,4,0.5278650761586818,0.3931219335710068,0.48032936906108537,b'1492'
304.16934,0.0,7,-8.613,0,281.995,104.128,4,0.7126621633671405,0.43069704628908106,0.6083390068705503,b'Man I Used To Be'
201.24689,0.0,2,-7.174,1,187.501,137.54,5,0.5965936234905801,0.3700367944235147,0.0,b'Bee Sting Stings'
171.10159,0.206,2,-8.81,1,160.363,130.985,4,0.658016591872584,0.4724954766649901,0.39200877147130697,b'Whiskey on the Fire'
158.11873,0.125,4,-4.795,0,151.092,94.898,3,0.5611312133260722,0.5542914890128156,0.0,b'We March To The Beat Of Indifferent Drum'
161.85424,0.356,0,-13.961,1,151.057,100.191,4,0.620392055892929,0.3906605227228718,0.5571877675186344,b'I Like The Way'
177.47546,0.493,3,-16.017,0,165.901,141.743,3,0.47432901969918567,0.3471348826880184,0.0,b'Wameru  (LP Version)'
201.29914,0.0,5,-4.428,1,192.581,160.057,4,0.5937786413028058,0.40928088377272526,0.7362650350086244,b'What You Made Me (Ugli)'
302.15791,2.125,9,-8.513,0,282.569,133.393,4,0.5688973465709722,0.37498664602963555,0.4454545254934259,b'Kill Me With Your Heart'
323.082,0.0,7,-2.253,1,317.864,172.453,4,0.9279859311075224,0.599859524967033,0.0,b'Da Shit'
521.56036,0.427,2,-8.274,1,510.351,128.006,4,0.5018850833775774,0.35978005309875477,0.0,b'I Can\x19t Fight This'
247.58812,5.834,2,-8.006,1,237.807,105.78,4,0.48446304405210033,0.3425370031626706,0.0,b'Ma Zui'
266.44853,0.241,11,-7.176,1,258.543,79.993,4,0.5649794743257729,0.0,0.0,b'The Roof Song'
333.37424,0.56,5,-9.888,0,318.079,89.015,3,0.5756865010660667,0.3829764579671415,0.21508031850922793,b'Someday My Luck Will Change'
246.72608,0.101,9,-4.146,0,233.529,84.014,1,0.8037219349782518,0.6277651347772472,0.6484255662257681,b'Interplanetary Party'
247.14404,0.313,4,-5.67,0,241.447,81.887,4,0.708368203707397,0.44292454350572885,0.22797520363460402,b'Ride The Storm'
193.64526,0.525,4,-13.485,1,184.877,81.95,1,0.37519566432187923,0.3557078670042176,0.4051157216913865,b'In The Midnight Hour'
240.56118,0.0,11,-6.093,1,226.209,151.983,4,0.852699664161011,0.6613493642822156,0.3998995477419903,b'You Found Me'
271.69914,0.0,7,-4.734,1,263.059,137.231,4,0.8258053861924912,0.6613829243380245,0.0,b'Aneurysm'
35.44771,2.154,7,-22.694,1,35.448,70.886,7,0.42960301672957957,0.3704411547389419,0.0,b'Vos plaintes_ vos regrets_ augmentent mon supplice'
269.40036,0.0,11,-7.307,0,269.4,104.57,4,0.5390095297102315,0.43378066912791974,0.0,b'Eager (Live)'
195.5522,0.334,9,-7.497,1,192.058,169.938,4,0.5969614780150876,0.3922726184246472,0.4137398358601097,b'Ulan Bator Girls'
397.76608,0.0,0,-6.819,1,383.971,81.249,3,0.3794844584618849,0.2971856866430323,0.21508031850922793,b'Marie Marie'
